rgz_name,name
ДРАГОЉУБА СТОЈАНОВИЋА 2 ДЕСНИ ПРИЛАЗ,Драгољуба Стојановића 2. десни прилаз
ДРАГОЉУБА СТОЈАНОВИЋА 2 ЛЕВИ ПРИЛАЗ,Драгољуба Стојановића 2. леви прилаз
ДРАГОЉУБА СТОЈАНОВИЋА 3 ДЕСНИ ПРИЛАЗ,Драгољуба Стојановића 3. десни прилаз
ДРАГОСЛАВА БОЈИЋА-КРАК 1,Драгослава Бојића - крак 1
ДРИНЧИЋЕВА УЛИЦА,Дринчићева
ДРУГА НИШАВСКА ПРИЛАЗ 1,Друга Нишавска прилаз 1
ДРУГА НИШАВСКА ПРИЛАЗ 2,Друга Нишавска прилаз 2
ДУБЉАНКА УЛИЦА,Дубљанска
ДУБОЧКА УЛИЦА,Дубочка
ДУБРАВА - ДЕЛ,Дубрава - дел
ДУБРАВА-СУВОДОЛ,Дубрава - суводол
ДУДИНА МАХАЛА,Дудина махала
ДУДИЊСКА МАХАЛА,Дудињска махала
ДУЖ СТАНИЦЕ,Дуж станице
ДУКАТ МАХАЛА,Дукат махала
ДУЛЕНСКИ КЕЈ,Дуленски кеј
ДУНАВСКА УЛИЦА,Дунавска
ДУНАВСКЕ ОБАЛЕ,Дунавске обале
ДУЊАЧКА УЛИЦА,Дуњачка
ДУРМИТОРСКА ПРИЛАЗ,Дурмиторска прилаз
ДУЧИЋЕВА УЛИЦА,Дучићева
ДУШАНА МАЂАРЧИЋА-КОРЧАГИНА2ДЕО,Душана Мађарчића Корчагина 2. део
ДУШАНОВО САЛАШИ,Душаново салаши
ЂЕВЂЕЛИЈСКА ПРИЛАЗ,Ђевђелијска прилаз
ЂЕЛОВСКА МАХАЛА,Ђеловска махала
ЂОКИЋЕВА УЛИЦА,Ђокићева
ЂОРГОВА МАХАЛА,Ђоргова махала
ЂОРИНА МАХАЛА,Ђорина махала
ЂОШИНА МАХАЛА,Ђошина махала
ЂОШИЦКА МАЛА,Ђошицка мала
ЂУРЕ ЂАКОВИЋА,Ђуре Ђаковића
ЂУРИЦКА МАЛА,Ђурицка мала
ЂУШИНА УЛИЦА,Ђушина
ЕЗЕРИНА МАХАЛА,Езерина махала
ЕРИЋА МАЛА,Ерића мала
ЖАГУБИЧКА УЛИЦА,Жагубичка
ЖАРКА ОБРЕШКОГ 1 ДЕО,Жарка Обрешког 1. део
ЖАРКА ОБРЕШКОГ 2 ДЕО,Жарка Обрешког 2. део
ЖЕЛЕЗНИЧКА УЛИЦА,Железничка
ЖЕЉИНСКА УЛИЦА,Жељинска
ЖЕРАВИЧКА МАХАЛА,Жеравичка махала
ЖИВАНИЋА ПУТ-КРАК 1,Живанића пут - крак 1
ЖИКЕ ЖИВКОВИЋА 2 ДЕО,Жике Живковића 2. део
ЖИКЕ ЖИВКОВИЋА 3 ДЕО,Жике Живковића 3. део
ЖИТНА УЛИЦА,Житна
ЖИЧКА УЛИЦА,Жичка
ЖРТАВА ДРУГОГ СВЕТСКОГ РАТА,Жртава Другог светског рата
ЖРТАВА РАТА 1999. ГОДИНЕ,Жртава рата 1999. године
ЖРТАВА РАЦИЈЕ,Жртава рације
ЖРТАВА ФАШИЗМА,Жртава фашизма
ЖРТАВА ФАШИСТИЧКОГ ТЕРОРА,Жртава фашистичког терора
ЖУЈИЋЕВА УЛИЦА,Жујићева
ЖУТИЋА МАЛА,Жутића мала
ЖУТОБАРСКА УЛИЦА,Жутобарска
ЗАВОЈИЦЕ 1 ПРИЛАЗ,Завојице 1. прилаз
ЗАВОЈИЦЕ 2 ПРИЛАЗ,Завојице 2. прилаз
ЗАВОЈИЦЕ 3 ПРИЛАЗ,Завојице 3. прилаз
ЗАВОЈСКА УЛИЦА,Завојска
ЗАДРУГАРСКА УЛИЦА,Задругарска
ЗАДРУЖНА ВИЛА,Задружна вила
ЗАДРУЖНА УЛИЦА,Задружна
ЗАДРУЖНИ ТРГ,Задружни трг
ЗАЈЕЧАРСКА ПРИЛАЗ,Зајечарска прилаз
ЗАЈСКА МАЛА,Зајска мала
ЗАНАТЛИЈСКА УЛИЦА,Занатлијска
ЗАНАТСКА УЛИЦА,Занатска
ЗАНОШКА МАХАЛА,Заношка махала
ЗАОБ.ПУТ ЗВОРНИК-ЉУБОВИЈА,Заобилазни пут Зворник-Љубовија
ЗАРОШКА УЛИЦА,Зарошка
ЗАСАВИЧКА УЛИЦА,Засавичка
ЗАСЕКАК САЛАШ,Заселак салаш
ЗАСЕЛАК БАЈКИНА ПАДИНА,Заселак Бајкина падина
ЗАСЕЛАК БАЈЧЕТИНСКА МАЛА,Заселак Бајчетинска мала
ЗАСЕЛАК БУДАВСКА МАХАЛА,Заселак Будавска махала
ЗАСЕЛАК БУШТРАНСКА МАХАЛА,Заселак Буштранска махала
ЗАСЕЛАК ВРАЊАНСКА МАХАЛА,Заселак Врањанска махала
ЗАСЕЛАК ГОРЊА МАЛА,Заселак Горња мала
ЗАСЕЛАК ГОРЊА МАХАЛА,Заселак Горња махала
ЗАСЕЛАК ГОРЊА МАХАЛА ЈУГ,Заселак Горња махала југ
ЗАСЕЛАК ГОРЊА МАХАЛА СЕВЕР,Заселак Горња махала север
ЗАСЕЛАК ГРЧКА МАХАЛА,Заселак Грчка махала
ЗАСЕЛАК ДОЊА МАЛА,Заселак Доња мала
ЗАСЕЛАК ДОЊА МАХАЛА,Заселак Доња махала
ЗАСЕЛАК ИЛИЋКА МАХАЛА,Заселак Илићка махала
ЗАСЕЛАК ИСТОЧНИ МОЛСКИ САЛАШИ,Заселак Источни Молски салаши
ЗАСЕЛАК ИШЉАНСКА МАХАЛА,Заселак Ишљанска махала
ЗАСЕЛАК КИКИЋА МАЛА,Заселак Кикића мала
ЗАСЕЛАК КОЗАРА САЛАШИ,Заселак Козара салаши
ЗАСЕЛАК КРАГИЋА МАХАЛА,Заселак Крагића махала
ЗАСЕЛАК КРАЉА АЛЕКСАНДРА,Заселак краља Александра
ЗАСЕЛАК КРАЉА МИЛАНА,Заселак краља Милана
ЗАСЕЛАК КРАЉА МИЛУТИНА,Заселак краља Милутина
ЗАСЕЛАК КРАЉА ПЕТРА ПРВОГ,Заселак краља Петра Првог
ЗАСЕЛАК КРАЉА УРОША ПРВОГ,Заселак краља Уроша првог
ЗАСЕЛАК КУРАДИНСКА МАХАЛА,Заселак Курадинска махала
ЗАСЕЛАК ЛЕНИЈА - БИКАРЕВИ САЛАШИ,Заселак Ленија - Бикареви салаши
ЗАСЕЛАК ЛИВАДСКА УЛИЦА,Заселак Ливадска
ЗАСЕЛАК МАЛА,Заселак Мала
ЗАСЕЛАК МАЛА ДОЛИНА,Заселак Мала долина
ЗАСЕЛАК МАЛА ПАРАДА,Заселак Мала парада
ЗАСЕЛАК МАЛА РЕКА,Заселак Мала река
ЗАСЕЛАК МАЛА СТРАНА,Заселак Мала страна
ЗАСЕЛАК МАЛА ЧЕЗАВА,Заселак Мала чезава
ЗАСЕЛАК МАЛА ШУМА,Заселак Мала шума
ЗАСЕЛАК МАЛЕ ЊИВЕ,Заселак Мале њиве
ЗАСЕЛАК МАЛИ ВИС,Заселак Мали вис
ЗАСЕЛАК МАЛИ ДОЛ,Заселак Мали дол
ЗАСЕЛАК МАЛИ МАЧКОВАЦ,Заселак Мали Мачковац
ЗАСЕЛАК МАЛИ ПЕСАК,Заселак Мали песак
ЗАСЕЛАК МАЛИ ПОНОР,Заселак Мали понор
ЗАСЕЛАК МАЛИ РИД,Заселак Мали рид
ЗАСЕЛАК МАЛИ САЛАШ,Заселак Мали салаш
ЗАСЕЛАК МАЛИ СТРЊАК,Заселак Мали стрњак
ЗАСЕЛАК МАЛИ ХОРГОШКИ МАЈОР,Заселак Мали Хоргошки Мајор
ЗАСЕЛАК МАЛИ ЦРВЕНИ БРЕГ,Заселак Мали црвени брег
ЗАСЕЛАК МАХАЛА БАЧЕВИНЕ,Заселак Махала Бачевине
ЗАСЕЛАК МАХАЛА ЋЕЋЕЗ,Заселак Махала Ћећез
ЗАСЕЛАК МИЛЕНКОВА МАЛА,Заселак Миленкова мала
ЗАСЕЛАК ОБЗИР - БАНДОБРАНСКИ САЛАШИ,Заселак Обзир - Бандобрански салаши
ЗАСЕЛАК ОБЗИР - БЛАГОЈЕВИЋИ САЛАШИ,Заселак Обзир - Благојевићи салаши
ЗАСЕЛАК ОСМАНСКА МАХАЛА,Заселак Османска махала
ЗАСЕЛАК ОСТРОВСКА МАЛА,Заселак Островска мала
ЗАСЕЛАК ПАРТИЗАНСКИХ ОДРЕДА,Заселак Партизанских одреда
ЗАСЕЛАК ПАТАРЕГИНА МАХАЛА,'Заселак Патарегина махала
ЗАСЕЛАК ПЕТРОВА МАЛА,Заселак Петрова мала
ЗАСЕЛАК ПИЈОВИЋА МАХАЛА,Заселак Пијовића махала
ЗАСЕЛАК ПОЈАТСКА МАХАЛА,Заселак Појатска махала
ЗАСЕЛАК ПРИЈЕКА КЛАДА,Заселак Пријека клада
ЗАСЕЛАК ПРОДАНОВИЋА МАЛА,Заселак Продановића мала
ЗАСЕЛАК ПРОКИНЕ МЕХАНЕ,Заселак Прокине механе
ЗАСЕЛАК ПРУГЕ,Заселак Пруге
ЗАСЕЛАК ПУМПА ДТД,Заселак Пумпа ДТД
ЗАСЕЛАК ПУПОВАЧКЕ ЛИВАДЕ,Заселак Пуповачке ливаде
ЗАСЕЛАК РИМОВСКА МАЛА,Заселак Римовска мала
ЗАСЕЛАК САВИЋА МАХАЛА,Заселак Савића махала
ЗАСЕЛАК САВОВО ЦЕНТАР,Заселак Савово центар
ЗАСЕЛАК СИМОНОВИЋА МАХАЛА,Заселак Симоновића махала
ЗАСЕЛАК СЛАВИЋА МАХАЛА,Заселак Славића махала
ЗАСЕЛАК СОЛУНКИНА МАХАЛА,Заселак Солункина махала
ЗАСЕЛАК СПАСИЋКИ РИД,Заселак Спасићки рид
ЗАСЕЛАК СРЕДЊА МАХАЛА,Заселак Средња махала
ЗАСЕЛАК СРЕДЊЕ СЕЛО,Заселак Средње село
ЗАСЕЛАК СРЕДЊИ РИД,Заселак Средњи рид
ЗАСЕЛАК СРЕДЊИ РИД ПРЕСЛАПИН,Заселак Средњи рид Преслапин
ЗАСЕЛАК СРЕДЊИ РТ,Заселак Средњи рт
ЗАСЕЛАК СТАМАТОВИЋА ЛИВАДЕ,Заселак Стаматовића ливаде
ЗАСЕЛАК СТОИЉКОВИЋА МАХАЛА,Заселак Стоиљковића махала
ЗАСЕЛАК ТАМЊА МАЛА,Заселак Тамња мала
ЗАСЕЛАК ТАСИНА МАХАЛА,Заселак Тасина махала
ЗАСЕЛАК ТИМИНА ЧЕСМА,Заселак Тимина чесма
ЗАСЕЛАК УТРИНСКА МАХАЛА,Заселак Утринска махала
ЗАСЕЛАК ФЕЈЗОВИЋ МАХАЛА,Заселак Фејзовић махала
ЗАСЕЛАК ФИЛИПОВИЋА МАХАЛА,Заселак Филиповића махала
ЗАСЕЛАК ЦИГАНСКИ КРАК,Заселак Цигански крак
ЗАСЕЛАК ЧОНОПЉАНСКИ ПУТ-ЖИЖИЋЕВИ САЛАШИ,Заселак Чонопљански Пут - Жижићеви салаши
ЗАСЕЛАК ЧОНОПЉАНСКИ ПУТ-ЗЕРИЋЕВИ САЛАШИ,Заселак Чонопљански Пут - Зерићеви салаши
ЗАСЕЛАК ЧОНОПЉАНСКИ ПУТ-РАЦИЋИ САЛАШИ,Заселак Чонопљански Пут - Рацићи салаши
ЗАСЕЛАК ШАИНСКА МАХАЛА,Заселак Шаинска махала
ЗАСЕЛАК ШАПОЊЕ - КНЕЗИ САЛАШИ,Заселак Шапоње - Кнези салаши
ЗАСЕЛАК ШАПОЊЕ - ШЕТРОВАЧА САЛАШИ,Заселак Шапоње - Шетровача салаши
ЗАСЕЛАК ШИБЉИВА ЈАРУГА,Заселак Шибљива јаруга
ЗАСЕЛАК ШИРОКА БАРА,Заселак Широка бара
ЗАСЕЛАК ШИРОКА ОРНИЦА,Заселак Широка орница
ЗАСЕЛАК ШУМСКА МАХАЛА,Заселак Шумска махала
ЗАСЕЛАК ШУМСКА УЛИЦА,Заселак Шумска
ЗАСЕЛАК IV УПРАВА,Заселак IV Управа
ЗАСЕОК МАХАЛА РОСУЉА,Засеок Махала Росуља
ЗАСТАВНИЧКА УЛИЦА,Заставничка
ЗЕЛЕНЧЕВА 1 ДЕО,Зеленчева 1. део
ЗЕМУНСКА 1 ДЕО,Земунска 1. део
ЗЕМУНСКА 11 ДЕО,Земунска 11. део
ЗЕМУНСКА 12 ДЕО,Земунска 12. део
ЗЕМУНСКА 13 ДЕО,Земунска 13. део
ЗЕМУНСКА 14 ДЕО,Земунска 14. део
ЗЕМУНСКА 16 ДЕО,Земунска 16. део
ЗЕМУНСКА 17 ДЕО,Земунска 17. део
ЗЕМУНСКА 18 ДЕО,Земунска 18. део
ЗЕМУНСКА 19 ДЕО,Земунска 19. део
ЗЕМУНСКА 2 ДЕО,Земунска 2. део
ЗЕМУНСКА 21 ДЕО,Земунска 21. део
ЗЕМУНСКА 22 ДЕО,Земунска 22. део
ЗЕМУНСКА 23 ДЕО,Земунска 23. део
ЗЕМУНСКА 4 ДЕО,Земунска 4. део
ЗЕМУНСКА 5 ДЕО,Земунска 5. део
ЗЕМУНСКА 6 ДЕО,Земунска 6. део
ЗЕМУНСКА 7 ДЕО,Земунска 7. део
ЗЕМУНСКА 8 ДЕО,Земунска 8. део
ЗЕМУНСКА 9 ДЕО,Земунска 9. део
ЗЕТСКА УЛИЦА,Зетска
ЗЛАТАРСКА УЛИЦА,Златарска
ЗЛАТАРСКО ШЕТАЛИШТЕ,Златарско шеталиште
ЗЛАТНА ГРЕДА,Златна греда
ЗЛАТНА ДИРКА,Златна дирка
ЗЛАТНА РУЖА,Златна ружа
ЗЛАТНА УЛИЦА,Златна
ЗЛАТНЕ ГРЕДЕ,Златне греде
ЗЛОТСКА УЛИЦА,Злотска
ЗМАЈ ЈОВИНА УЛИЦА,Змај Јовина
ЗМАЈЕВА УЛИЦА,Змајева
ЗУБАЧИШТЕ САЛАШИ,Зубачиште салаши
ИБАРСКИ ОДРЕД,Ибарски одред
ИБРИФОРСКА УЛИЦА,Ибрифорска
ИВАНОВАЧКА УЛИЦА,Ивановачка
ИВАНОВИЋЕВА УЛИЦА,Ивановићева
ИВАНЧЕВАЧКА УЛИЦА,Иванчевачка
ИГЊАТОВИЋА МАЛА,Игњатовића мала
ИЗВОРСКА УЛИЦА,Изворска
ИЛИНДЕНСКА 1.ПРИЛАЗ,Илинденска 1. прилаз
ИЛИНДЕНСКА 2.ПРИЛАЗ,Илинденска 2. прилаз
ИЛИЋА УЛИЦА,Илића
ИЛИЋЕВА УЛИЦА,Илићева
ИМЊАЧА МАЛА,Имњача мала
ИНДУСТРИЈСКА УЛИЦА,Индустријска
ИНДУСТРИЈСКИ ПРОЛАЗ,Индустријски пролаз
ИНЂИЈСКА УЛИЦА,Инђијска
ИСТОЧНА УЛИЦА,Источна
ИСТОЧНИ ВИНОГРАДИ,Источни виногради
ЈАГЊЕВО САЛАШИ,Јагњево салаши
ЈАНИСА ЈАНУЛИСА ПРИЛАЗ,Јаниса Јанулиса прилаз
ЈАНКА ГАГИЋА 1 ПРИЛАЗ,Јанка Гагића 1. прилаз
ЈАРАЧКИХ ЖРТАВА,Јарачких жртава
ЈАСЕНИЧКА УЛИЦА,Јасеничка
ЈАСЕНОВАЧКА УЛИЦА,Јасеновачка
ЈАСЕНОВАЧКИХ ЖРТАВА,Јасеновачких жртава
ЈАСИКОВА УЛИЦА,Јасикова
ЈАСТРЕБАЧКА УЛИЦА,Јастребачка
ЈАСТРЕБОВА УЛИЦА,Јастребова
ЈАТАЧКА УЛИЦА,Јатачка
ЈАШАРЕВИЋ МАХАЛА,Јашаревић махала
ЈБП.ОДРЕД,ЈБП одред
ЈЕВРЕЈСКИХ ЖРТАВА,Јеврејских жртава
ЈЕЛИЧИЋЕВА 4 ДЕО,Јеличићева 4. део
ЈЕЛИЧКА УЛИЦА,Јеличка
ЈЕЛИЧКИ ПУТ - КРАК 1,Јелички пут - крак 1
ЈЕФИМИЈИНА УЛИЦА,Јефимијина
ЈОВАНА БРАНКОВИЋА 1 ДЕО,Јована Бранковића 1. део
ЈОВАНА БРАНКОВИЋА 2 ДЕО,Јована Бранковића 2. део
ЈОВАНА БРАНКОВИЋА 3 ДЕО,Јована Бранковића 3. део
ЈОВАНОВИЋА МАЛА,Јовановића мала
ЈОКИНА УЛИЦА,Јокина
ЈОСИЋКИ САЛАШИ,Јосићки салаши
ЈОЦИЋА МАЛА,Јоцића мала
ЈУЖНА УЛИЦА,Јужна
ЈУЖНО БАНАТСКОГ ОДРЕДА,Јужнобанатског одреда
ЈУХОРСКА УЛИЦА,Јухорска
ЈУХОРСКИ КЕЈ,Јухорски кеј
КАБЛОВСКИ БУНАРИ,Кабловски бунари
КАЂЕНИЧКА УЛИЦА,Кађеничка
КАЛАБИЋА БРДО,Калабића брдо
КАЛАЏИЈСКА МАХАЛА,Калаџијска махала
КАМЕНИЧКА 1.ПРИЛАЗ,Каменичка 1. прилаз
КАМЕНИЧКА 2.ПРИЛАЗ,Каменичка 2. прилаз
КАМЕНИЧКА МАЛА,Каменичка мала
КАМЕНИЧКА УЛИЦА,Каменичка
КАМИЈЕВА УЛИЦА,Камијева
КАМИНСКА МАХАЛА,Каминска махала
КАПЕТАНОВИЋЕВА УЛИЦА,Капетановићева
КАПЛАРСКА УЛИЦА,Капларска
КАРАЂОРЂЕВ ПАРК,Карађорђев парк
КАРАЂОРЂЕВА УЛИЦА,Карађорђева
КАРАЂОРЂЕВАЧКОГ ОДРЕДА,Карађорђевачког одреда
КАРАЂОРЂЕВИХ УСТАНИКА,Карађорђевих устаника
КАРАЛЕЈСКА МАХАЛА,Каралејска махала
КАРАМУТСКА УЛИЦА,Карамутска
КАРАУЛСКА УЛИЦА,Караулска
КАРАЏИНА МАХАЛА,Караџина махала
КАРАЏИНОВА МАХАЛА,Караџинова махала
КАСТАЉАНСКА УЛИЦА,Кастаљанска
КАТАНИЋА МАЛА,Катанића мала
КАЧАРСКА МАХАЛА,Качарска махала
КЕЈ 12.СРПСКЕ БРИГАДЕ,Кеј 12. српске бригаде
КЕЈ 29.ДЕЦЕМБАР,Кеј 29. децембар
КЕЈ 37.САНЏАЧКЕ ДИВИЗИЈЕ,Кеј 37. санџачке дивизије
КЕЈ 9.СРПСКЕ УДАРНЕ БРИГАДЕ,Кеј 9. српске ударне бригаде
КЕЈ ДР. ЗОРАНА ЂИНЂИЋА,Кеј др Зорана Ђинђића
КЕЈ ИНЖЕЊЕРА ДОБРИВОЈА БОЖИЋА,Кеј инжењера Добривоја Божића
КЕЈ КОСОВСКИХ БОЖУРА,Кеј косовских божура
КЕЈ ТИСИН ЦВЕТ,Кеј Тисин цвет
КЕЈ ХЕРОЈА,Кеј хероја
КЕСТЕНОВА УЛИЦА,Кестенова
КИШОВА УЛИЦА,Кишова
КЉУЧ УЛИЦА,Кључ
КНЕЗ МИХАИЛОВ ТРГ,Кнез Михаилов трг
КОБИЉАЧКА УЛИЦА,Кобиљачка
КОВАНЛУЧКА 1.ПРИЛАЗ,Кованлучка 1. прилаз
КОВАНЛУЧКА 2.ПРИЛАЗ,Кованлучка 2. прилаз
КОВАНЛУЧКА 3.ПРИЛАЗ,Кованлучка 3. прилаз
КОВАНЛУЧКА 4.ПРИЛАЗ,Кованлучка 4. прилаз
КОВАНЛУЧКА 5.ПРИЛАЗ,Кованлучка 5. прилаз
КОВАЧЕВА МАХАЛА,Ковачева махала
КОВАЧЕВСКА МАХАЛА,Ковачевска махала
КОЗАРСКА МАХАЛА,Козарска махала
КОЗНИЧКА УЛИЦА,Козничка
КОЈИЋА МАЛА,Којића мала
КОЛАРЧЕВА УЛИЦА,Коларчева
КОЛУБАРСКА ПРИЛАЗ,Колубарска прилаз
КОЛУБАРСКА УЛИЦА,Колубарска
КОНДИНА УЛИЦА,Кондина
КОПАОНИЧКА УЛИЦА,Копаоничка
КОПАОНИЧКИХ ЖРТАВА,Копаоничких жртава
КОРЕН МАЛА,Корен мала
КОРИТАРСКА МАХАЛА,Коритарска махала
КОРИТНИЧКА УЛИЦА,Коритничка
КОСАНЧИЋЕВА УЛИЦА,Косанчићева
КОСАЋАНСКА МАХАЛА,Косаћанска махала
КОСМАЈСКА,Космајска
КОСМАЈСКА 5 ДЕО,Космајска 5. део
КОСМАЈСКА ПАДИНА,Космајска падина
КОСМАЈСКА УЛИЦА,Космајска
КОСМАЈСКИ ОДРЕД,Космајски одред
КОСМАЈСКИ ОДРЕДА,Космајских одреда
КОСМАЈСКИХ ОДРЕДА,Космајских одреда
КОСНИ ПУТ,Косни пут
КОСОВКЕ ДЕВОЈКЕ 1.ПРИЛАЗ,Косовке Девојке 1. прилаз
КОСОВКЕ ДЕВОЈКЕ 2.ПРИЛАЗ,Косовке Девојке 2. прилаз
КОСОВКЕ ДЕВОЈКЕ 3.ПРИЛАЗ,Косовке Девојке 3. прилаз
КОСОВСКА ПРИЛАЗ 1,Косовска прилаз 1
КОСОВСКА ПРИЛАЗ 10,Косовска прилаз 10
КОСОВСКА ПРИЛАЗ 12,Косовска прилаз 12
КОСОВСКА ПРИЛАЗ 13,Косовска прилаз 13
КОСОВСКА ПРИЛАЗ 15,Косовска прилаз 15
КОСОВСКА ПРИЛАЗ 16,Косовска прилаз 16
КОСОВСКА ПРИЛАЗ 17,Косовска прилаз 17
КОСОВСКА ПРИЛАЗ 19,Косовска прилаз 19
КОСОВСКА ПРИЛАЗ 2,Косовска прилаз 2
КОСОВСКА ПРИЛАЗ 21,Косовска прилаз 21
КОСОВСКА ПРИЛАЗ 23,Косовска прилаз 23
КОСОВСКА ПРИЛАЗ 3,Косовска прилаз 3
КОСОВСКА ПРИЛАЗ 4,Косовска прилаз 4
КОСОВСКА ПРИЛАЗ 5,Косовска прилаз 5
КОСОВСКА ПРИЛАЗ 6,Косовска прилаз 6
КОСОВСКА ПРИЛАЗ 7,Косовска прилаз 7
КОСОВСКА ПРИЛАЗ 8,Косовска прилаз 8
КОСОВСКА ПРИЛАЗ 9,Косовска прилаз 9
КОСОВСКА УЛИЦА,Косовска
КОСОВСКИ ТРГ,Косовски трг
КОСТАДИНОВА МАХАЛА,Костадинова махала
КОСТИНСКА МАХАЛА,Костинска махала
КОСТИЋЕВИНА 1-КРАК 1,Костићевина 1 - крак 1
КОСТИЋЕВИНА 1-КРАК 2,Костићевина 1 - крак 2
КОШАРСКА МАХАЛА,Кошарска махала
КРАГУЈЕВАЧКИ ПУТ ОСМИ ДЕО,Крагујевачки пут 8. део
КРАГУЈЕВАЧКИХ ЖРТАВА,Крагујевачких жртава
КРАГУЈЕВАЧКИХ ПРОФЕСОРА,Крагујевачких професора
КРАЈИНСКОГ ОДРЕДА,Крајинског одреда
КРАЉА МИХАИЛА ЗЕТСКОГ 1 ДЕО,Краља Михаила Зетског 1. део
КРАЉА МИХАИЛА ЗЕТСКОГ 2 ДЕО,Краља Михаила Зетског 1. део
КРАЉЕВАЧКА УЛИЦА,Краљевачка
КРАЉЕВАЧКИХ ЖРТАВА,Краљевачких жртава
КРАЊЧЕВИЋЕВА УЛИЦА,Крањчевићева
КРЕМЕНАЦ-КРАК 1,Кременац - крак 1
КРЕМЕНАЦ-КРАК 2,Кременац - крак 2
КРЗНАРСКА УЛИЦА,Крзнарска
КРИВАЈСКА УЛИЦА,Кривајска
КРИВАЈСКИ САЛАШИ,Кривајски салаши
КРОЈАЧКА УЛИЦА,Кројачка
КРСТАНОВА МАХАЛА,Крстанова махала
КРСТОВА УЛИЦА,Крстова
КРУШЕВАЧКА УЛИЦА,Крушевачка
КРУШЕДОЛСКА УЛИЦА,Крушедолска
КУБЕРТЕНОВА УЛИЦА,Кубертенова
КУЗМАНОВИЋА ВИНОГРАД 1 ДЕО,Кузмановића виноград 1. део
КУЗМАНОВИЋА ВИНОГРАД 2 ДЕО,Кузмановића виноград 2. део
КУЗМАНОВИЋЕВА УЛИЦА,Кузмановићева
КУКАВИЧКОГ ОДРЕДА,Кукавичког одреда
КУМАНАЧКОГ ОДРЕДА,Куманачког одреда
КУМОВА МАХАЛА,Кумова махала
КУРСКА ПРИЛАЗ,Курска прилаз
КУРШУМЛИЈСКА УЛИЦА,Куршумлијска
КУСАЊСКА УЛИЦА,Кусањска
ЛАЗЕ КОСТИЋА,Лазе Костића
ЛАЗИНА УЛИЦА,Лазина
ЛАЗИНА ХЛАДЊАЧА - ЈАРАК,Лазина хладњача - јарак
ЛАЗИЋА МАЛА,Лазића мала
ЛАКОВА УЛИЦА,Лакова
ЛАЛОШКА УЛИЦА,Лалошка
ЛАПОВСКА УЛИЦА,Лаповска
ЛАУДОНОВА УЛИЦА,Лаудонова
ЛЕВАЧКОГ ОДРЕДА,Левачког одреда
ЛЕЛИЋКА УЛИЦА,Лелићка
ЛЕНКИНА УЛИЦА,Ленкина
ЛЕПЕНИЧКА УЛИЦА,Лепеничка
ЛЕСКОВАЧКОГ ОДРЕДА,Лесковачког одреда
ЛЕТЊА УЛИЦА,Летња
ЛЕШНИКОВА УЛИЦА,Лешникова
ЛЕШТАРСКА МАХАЛА,Лештарска махала
ЛИВАДИЦЕ ДРУГИ ПРИЛАЗ,Ливадице други прилаз
ЛИВАДСИ ПУТ,Ливадски пут
ЛИВАДСКА УЛИЦА,Ливадска
ЛИКЕ РУЖИЋА 1 ДЕО,Лике Ружића 1. део
ЛИПАРИЋКА УЛИЦА,Липарићка
ЛИПАРСКА УЛИЦА,Липарска
ЛИПЉАНСКА 1 ДЕО,Липљанска 1. део
ЛИПЉАНСКА 2 ДЕО,Липљанска 2. део
ЛИПОВАЧКА 1 ДЕО,Липовачка 1. део
ЛИПОВИЧКИ ПУТ 2 ДЕО,Липовички пут 2. део
ЛИПОВИЧКИ ПУТ 3 ДЕО,Липовички пут 3. део
ЛИПОВИЧКИ ПУТ 4 ДЕО,Липовички пут 4. део
ЛИПОВИЧКИ ПУТ 5 ДЕО,Липовички пут 5. део
ЛИПОВИЧКИ ПУТ 6 ДЕО,Липовички пут 6. део
ЛИСИ ДЕО,Лиси део
ЛИЧАРОВА МАХАЛА,Личарова махала
ЛИЧКА ПРИЛАЗ,Личка прилаз
ЛОВАЧКА КУЋА,Ловачка кућа
ЛОВАЧКА УЛИЦА,Ловачка
ЛОВАЧКИ ЗАСЕЛАК,Ловачки заселак
ЛОЗАНИЋЕВА УЛИЦА,Лозанићева
ЛОЗАНСКИ СКОК ГОРЊИ,Лозанcки cкок горњи
ЛОЗАНСКИ СКОК ДОЊИ,Лозански скок доњи
ЛОЗНИЧКА УЛИЦА,Лозничка
ЛОЗНИЧКОГ ОДРЕДА,Лозничког одреда
ЛОКВАЊСКА УЛИЦА,Локвањска
ЛОМИНА УЛИЦА,Ломина
ЛОМНИЧКИХ ЖРТАВА,Ломничких жртава
ЛУЖАНСКИ ПУТ 2 ДЕО,Лужански пут 2. део
ЛУЖИЧКИХ СРБА ПРИЛАЗ 1,Лужичких Срба прилаз 1
ЛУКАЊСКА УЛИЦА,Лукањска
ЛУКИНА УЛИЦА,Лукина
ЛУЧИЋА ОГРАДА,Лучића ограда
ЛУЧИЧКА МАЛА,Лучичка мала
ЉЕРМОНТОВА УЛИЦА,Љермонтова
ЉУБИСАВА ШАРЧЕВИЋА 1 ДЕО,Љубисава Шарчевића 1. део
ЉУБИЋКА УЛИЦА,Љубићка
ЉУБИЋСКИ ВЕНАЦ 1,Љубићски венац 1
ЉУБИЋСКИ ВЕНАЦ 2,Љубићски венац 2
ЉУБИЋСКИ КЕЈ  - 1 НОВА,Љубићски кеј - 1. нова
ЉУБИЧЕВСКИ РАЈ,Љубичевски рај
